PROGRAMA,SETOR,GRANDE ÁREA CNPQ,ÁREA CNPQ,SITUAÇÃO ATUAL,CURSO BOLSISTA
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,"CIENCIAS BIOLOGICAS, CIENCIAS BIOLOGICAS"
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA - AÇÕES AFIRMATIVAS,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,"CIENCIAS BIOLOGICAS, CIENCIAS BIOLOGICAS"
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,"CIENCIAS BIOLOGICAS, CIENCIAS BIOLOGICAS"
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,ATIVO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,ATIVO,CIENCIAS BIOLOGICAS
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,"CIENCIAS BIOLOGICAS, CIENCIAS BIOLOGICAS"
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,"CIENCIAS BIOLOGICAS, CIENCIAS BIOLOGICAS"
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,"CIENCIAS BIOLOGICAS, CIENCIAS BIOLOGICAS"
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,ATIVO,CIENCIAS BIOLOGICAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,"CIENCIAS BIOLOGICAS, CIENCIAS BIOLOGICAS"
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,"CIENCIAS BIOLOGICAS, CIENCIAS BIOLOGICAS"
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,"CIENCIAS BIOLOGICAS, CIENCIAS BIOLOGICAS"
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,ATIVO,CIENCIAS BIOLOGICAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,ATIVO,CIENCIAS BIOLOGICAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ZOOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO EM DESENVOLVIMENTO TECNOLÓGICO E INOVAÇÃO,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,"CIENCIAS BIOLOGICAS, CIENCIAS BIOLOGICAS"
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,ENGENHARIA AMBIENTAL
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA - AÇÕES AFIRMATIVAS,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,ATIVO,CIENCIAS BIOLOGICAS
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,"CIENCIAS BIOLOGICAS, CIENCIAS BIOLOGICAS"
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA - AÇÕES AFIRMATIVAS,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLOGICA DA FAPEMIG,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO EM DESENVOLVIMENTO TECNOLÓGICO E INOVAÇÃO/UFOP,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,"CIENCIAS BIOLOGICAS, CIENCIAS BIOLOGICAS"
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO EM DESENVOLVIMENTO TECNOLÓGICO E INOVAÇÃO,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,ENGENHARIA AMBIENTAL
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,"CIENCIAS BIOLOGICAS, CIENCIAS BIOLOGICAS"
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA - AÇÕES AFIRMATIVAS,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA - AÇÕES AFIRMATIVAS,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,ATIVO,CIENCIAS BIOLOGICAS
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLOGICA DA FAPEMIG,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,ATIVO,"CIENCIAS BIOLOGICAS, CIENCIAS BIOLOGICAS"
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,ENGENHARIA AMBIENTAL
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLOGICA DA FAPEMIG,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,"FARMACIA, CIENCIAS BIOLOGICAS"
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO EM DESENVOLVIMENTO TECNOLÓGICO E INOVAÇÃO/UFOP,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO EM DESENVOLVIMENTO TECNOLÓGICO E INOVAÇÃO/UFOP,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,ATIVO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO EM DESENVOLVIMENTO TECNOLÓGICO E INOVAÇÃO,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,ATIVO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,ATIVO,CIENCIAS BIOLOGICAS
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,ATIVO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,ATIVO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DECBI     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,ENGENHARIA AMBIENTAL
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,"CIENCIAS BIOLOGICAS, CIENCIAS BIOLOGICAS"
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLOGICA DA FAPEMIG,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,"ENGENHARIA CIVIL, ENGENHARIA AMBIENTAL"
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,MEDICINA
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEBIO     ,CIÊNCIAS DA VIDA,ECOLOGIA,CONCLUÍDO,"CIENCIAS BIOLOGICAS, CIENCIAS BIOLOGICAS"
